application_id,client_id,source,branch,application_created_at,agreement_issued_at,status,agreement_id
396603,8790,WEB,Boda Prestige,21/09/2022,,Cancelled,
399966,368475,Customer Care,Boda Call Centre,28/09/2022,04/10/2022,Loan_Issued,85731
408110,375975,WEB,Boda Prestige,17/10/2022,,Cancelled,
395447,364595,Customer Care,Boda Call Centre,19/09/2022,,Cancelled,
397027,365988,Customer Care,Boda Call Centre,22/09/2022,,Cancelled,
397566,175587,Customer Care,Boda Call Centre,23/09/2022,,Cancelled,
397019,276441,WEB,Boda Outer Nairobi,22/09/2022,,Cancelled,
439561,204981,WEB,Boda Prestige,20/12/2022,,Cancelled,
400006,368513,Customer Care,Boda Call Centre,28/09/2022,,Cancelled,
394159,363523,Customer Care,Boda Call Centre,16/09/2022,,Cancelled,
415693,383114,WEB,Boda Prestige,02/11/2022,,Cancelled,
392958,135311,Agents,Boda Outer Nairobi,14/09/2022,,Cancelled,
394416,109940,Agents,Boda Prestige,16/09/2022,,Cancelled,
397859,366747,Customer Care,Boda Call Centre,23/09/2022,,Cancelled,
400764,369146,Infobip,Boda Prestige,30/09/2022,,Cancelled,
397045,365994,Customer Care,Boda Call Centre,22/09/2022,,Cancelled,
397842,113862,Customer Care,Boda Call Centre,23/09/2022,,Cancelled,
395463,347956,Customer Care,Boda Call Centre,19/09/2022,,Cancelled,
401600,369899,Customer Care,Boda Call Centre,02/10/2022,,Cancelled,
394425,342014,Agents,Boda Prestige,16/09/2022,,Cancelled,
424295,391526,WEB,Boda Call Centre,18/11/2022,,Cancelled,
411647,175728,Customer Care,Boda Call Centre,25/10/2022,,Cancelled,
397055,262602,WEB,Boda Prestige,22/09/2022,,Cancelled,
393183,362672,Agents,Boda Outer Nairobi,14/09/2022,14/09/2022,Loan_Issued,83866
397058,102678,Customer Care,Boda Call Centre,22/09/2022,,Cancelled,
397224,366170,Customer Care,Boda Call Centre,22/09/2022,,Cancelled,
396413,365491,WEB,Boda Prestige,21/09/2022,22/09/2022,Loan_Issued,84661
394067,363432,Customer Care,Boda Call Centre,16/09/2022,,Cancelled,
397746,366642,Customer Care,Boda Call Centre,23/09/2022,,Cancelled,
398822,367500,Agents,Boda Outer Nairobi,26/09/2022,28/09/2022,Loan_Issued,84963
396772,272591,Customer Care,Boda Call Centre,21/09/2022,,Cancelled,
397128,118291,Customer Care,Boda Call Centre,22/09/2022,,Cancelled,
397075,204055,Agents,Boda Outer Nairobi,22/09/2022,,Cancelled,
397214,347956,Customer Care,Boda Call Centre,22/09/2022,,Cancelled,
394765,364075,Customer Care,Boda Call Centre,17/09/2022,,Cancelled,
394763,364089,Customer Care,Boda Call Centre,17/09/2022,,Cancelled,
398940,367624,Agents,Boda Outer Nairobi,26/09/2022,27/09/2022,Loan_Issued,85002
413426,131924,Customer Care,Boda Call Centre,28/10/2022,,Cancelled,
400981,369314,Customer Care,Boda Call Centre,30/09/2022,,Cancelled,
415885,374634,Customer Care,Boda Call Centre,02/11/2022,,Cancelled,
386305,356521,Agents,Boda Outer Nairobi,29/08/2022,,Cancelled,
399030,299179,Customer Care,Boda Call Centre,26/09/2022,,Cancelled,
402470,370665,Customer Care,Boda Call Centre,04/10/2022,,Cancelled,
394119,363482,Customer Care,Boda Call Centre,16/09/2022,,Cancelled,
397129,363867,WEB,Boda Prestige,22/09/2022,23/09/2022,Loan_Issued,84812
397121,366068,Customer Care,Boda Call Centre,22/09/2022,,Cancelled,
411513,379325,Customer Care,CBD ,25/10/2022,26/10/2022,Loan_Issued,87878
393463,362915,Customer Care,Boda Call Centre,15/09/2022,,Cancelled,
407685,65120,Customer Care,Boda Call Centre,15/10/2022,,Cancelled,
393511,75795,Customer Care,Top Plaza,15/09/2022,,Cancelled,
393478,245754,Agents,Boda Outer Nairobi,15/09/2022,,Cancelled,
401968,174878,Customer Care,CBD ,03/10/2022,12/10/2022,Loan_Issued,86570
393514,351030,Agents,Boda Outer Nairobi,15/09/2022,,Cancelled,
393431,362885,Agents,Boda Outer Nairobi,15/09/2022,,Cancelled,
397242,63151,Customer Care,Boda Prestige,22/09/2022,,Cancelled,
393618,363050,Customer Care,Top Plaza,15/09/2022,,Cancelled,
393495,185064,Customer Care,Boda Call Centre,15/09/2022,,Cancelled,
406304,374319,WEB,Boda Prestige,12/10/2022,,Cancelled,
394354,269490,Agents,Boda Mombasa,16/09/2022,,Cancelled,
393696,41550,Agents,Boda Outer Nairobi,15/09/2022,,Cancelled,
400807,368899,Customer Care,Boda Call Centre,30/09/2022,,Cancelled,
397011,353046,Customer Care,Boda Call Centre,22/09/2022,,Cancelled,
394098,210700,Customer Care,Boda Call Centre,16/09/2022,,Cancelled,
409887,377653,WEB,Boda Outer Nairobi,21/10/2022,,Cancelled,
420171,371994,WEB,Boda Prestige,10/11/2022,,Cancelled,
409892,377657,WEB,Boda Prestige,21/10/2022,,Cancelled,
398125,366952,Customer Care,Boda Call Centre,24/09/2022,,Cancelled,
395232,364408,Customer Care,Boda Call Centre,19/09/2022,,Cancelled,
394329,363691,Agents,Boda Prestige,16/09/2022,22/09/2022,Loan_Issued,84691
410099,377862,Customer Care,Boda Call Centre,21/10/2022,,Cancelled,
397274,366215,Customer Care,Boda Call Centre,22/09/2022,,Cancelled,
395683,262126,WEB,Boda Prestige,19/09/2022,,Cancelled,
400824,356521,Customer Care,Boda Call Centre,30/09/2022,,Cancelled,
397257,32978,WEB,Boda Prestige,22/09/2022,23/09/2022,Loan_Issued,84813
393712,363163,Customer Care,Boda Call Centre,15/09/2022,,Cancelled,
395122,364330,Customer Care,Boda Call Centre,18/09/2022,,Cancelled,
394332,363694,Customer Care,Boda Call Centre,16/09/2022,,Cancelled,
394259,174878,Customer Care,Boda Call Centre,16/09/2022,,Cancelled,
394212,363578,Customer Care,Boda Call Centre,16/09/2022,,Cancelled,
394407,363773,Customer Care,Boda Call Centre,16/09/2022,,Cancelled,
394361,363725,Customer Care,Boda Call Centre,16/09/2022,,Cancelled,
397856,366744,Customer Care,Boda Call Centre,23/09/2022,,Cancelled,
399284,367908,Agents,Boda Outer Nairobi,27/09/2022,27/09/2022,Loan_Issued,85088
380890,352149,Agents,Boda Outer Nairobi,18/08/2022,,Cancelled,
375381,83751,Agents,Boda Outer Nairobi,04/08/2022,,Cancelled,
394376,363737,Customer Care,Boda Call Centre,16/09/2022,,Cancelled,
395668,364821,WEB,Boda Prestige,19/09/2022,,Cancelled,
400283,344090,Customer Care,Boda Call Centre,29/09/2022,,Cancelled,
400927,369269,Customer Care,Boda Call Centre,30/09/2022,,Cancelled,
396658,4599,WEB,Boda Prestige,21/09/2022,,Cancelled,
397345,366287,Customer Care,Boda Call Centre,22/09/2022,23/09/2022,Loan_Issued,84749
430167,396924,Agents,Boda Outer Nairobi,01/12/2022,01/12/2022,Loan_Issued,91570
395166,364358,Customer Care,Boda Call Centre,19/09/2022,,Cancelled,
397321,364457,Customer Care,Boda Call Centre,22/09/2022,,Cancelled,
394721,364046,Customer Care,Boda Call Centre,17/09/2022,19/09/2022,Loan_Issued,84267
409913,377670,WEB,Boda Prestige,21/10/2022,,Cancelled,
394044,363414,Customer Care,Boda Call Centre,16/09/2022,,Cancelled,
398951,367643,WEB,Boda Prestige,26/09/2022,,Cancelled,
448469,411890,WEB,Boda Call Centre,06/01/2023,,Collect_Info_Docs,
394121,363480,Customer Care,Boda Call Centre,16/09/2022,,Cancelled,
397380,366317,WEB,Boda Prestige,22/09/2022,,Cancelled,
439680,404905,Agents,CBD ,20/12/2022,20/12/2022,Loan_Issued,93563
398942,367629,WEB,Boda Prestige,26/09/2022,,Cancelled,
424601,391545,WEB,Prestige Plaza,19/11/2022,21/11/2022,Loan_Issued,90499
400882,369224,Customer Care,Boda Call Centre,30/09/2022,,Cancelled,
398680,158325,WEB,Boda Prestige,26/09/2022,,Cancelled,
400954,369289,Customer Care,Boda Call Centre,30/09/2022,,Cancelled,
398668,367354,WEB,Boda Prestige,26/09/2022,,Cancelled,
419937,75963,WEB,Prestige Plaza,10/11/2022,10/11/2022,Loan_Issued,89591
406134,374117,WEB,Boda Prestige,12/10/2022,,Cancelled,
397545,22428,Customer Care,Boda Call Centre,23/09/2022,,Cancelled,
400923,369265,Customer Care,Boda Call Centre,30/09/2022,,Cancelled,
420142,387463,Agents,Boda Outer Nairobi,10/11/2022,10/11/2022,Loan_Issued,89613
397518,366419,Customer Care,Boda Call Centre,23/09/2022,,Cancelled,
400791,369159,Customer Care,Boda Call Centre,30/09/2022,,Cancelled,
393723,227989,Customer Care,Top Plaza,15/09/2022,,Cancelled,
399355,367973,Customer Care,Boda Call Centre,27/09/2022,,Cancelled,
394660,363983,Customer Care,Boda Call Centre,17/09/2022,22/09/2022,Loan_Issued,84731
396669,365693,Customer Care,Boda Call Centre,21/09/2022,,Cancelled,
394502,363867,Customer Care,Boda Call Centre,16/09/2022,,Cancelled,
408689,376553,Customer Care,Boda Call Centre,18/10/2022,,Cancelled,
394632,309558,Customer Care,Boda Call Centre,17/09/2022,19/09/2022,Loan_Issued,84265
400833,257202,Customer Care,Boda Call Centre,30/09/2022,,Cancelled,
412074,379905,Customer Care,Boda Call Centre,26/10/2022,,Cancelled,
414285,382082,Customer Care,Boda Call Centre,31/10/2022,,Cancelled,
404077,372249,Customer Care,Boda Call Centre,06/10/2022,07/10/2022,Loan_Issued,86208
394113,363477,Customer Care,Boda Call Centre,16/09/2022,,Cancelled,
413435,381311,Customer Care,Boda Call Centre,28/10/2022,,Cancelled,
397889,366776,Customer Care,Boda Call Centre,23/09/2022,,Cancelled,
395984,362915,WEB,Boda Prestige,20/09/2022,,Cancelled,
399353,367970,Customer Care,Boda Call Centre,27/09/2022,,Cancelled,
395368,364506,WEB,Boda Prestige,19/09/2022,,Cancelled,
408010,313739,Customer Care,CBD ,17/10/2022,17/10/2022,Loan_Issued,86977
397626,366494,WEB,Boda Prestige,23/09/2022,27/09/2022,Loan_Issued,85063
397666,366542,Agents,CBD ,23/09/2022,23/09/2022,Loan_Issued,84762
379551,351030,Agents,Boda Outer Nairobi,16/08/2022,15/09/2022,Loan_Issued,84056
397587,24455,WEB,Boda Prestige,23/09/2022,,Cancelled,
395880,201320,WEB,Boda Mombasa,20/09/2022,,Cancelled,
399157,62160,Customer Care,Boda Call Centre,27/09/2022,30/09/2022,Loan_Issued,85390
396424,118072,WEB,Boda Prestige,21/09/2022,,Cancelled,
395301,364457,Customer Care,Boda Call Centre,19/09/2022,,Cancelled,
405347,373331,WEB,Kitengela,11/10/2022,17/10/2022,Loan_Issued,87013
399193,367821,Customer Care,Boda Call Centre,27/09/2022,,Cancelled,
397599,366475,WEB,Boda Outer Nairobi,23/09/2022,,Cancelled,
393966,363366,Customer Care,Boda Call Centre,16/09/2022,,Cancelled,
414377,382190,Customer Care,Boda Call Centre,31/10/2022,,Cancelled,
396229,365353,WEB,Boda Outer Nairobi,20/09/2022,,Cancelled,
395234,364410,Agents,Boda Outer Nairobi,19/09/2022,19/09/2022,Loan_Issued,84291
394625,312666,Customer Care,Boda Call Centre,17/09/2022,,Cancelled,
427050,393988,WEB,CBD ,24/11/2022,25/11/2022,Loan_Issued,90993
399239,367864,Customer Care,Boda Call Centre,27/09/2022,30/09/2022,Loan_Issued,85394
401063,369404,WEB,Boda Prestige,30/09/2022,,Cancelled,
395129,364334,Customer Care,Boda Call Centre,19/09/2022,,Cancelled,
393846,349561,Customer Care,Boda Call Centre,15/09/2022,,Cancelled,
400926,369268,Infobip,Boda Prestige,30/09/2022,,Cancelled,
397629,13882,Customer Care,Boda Call Centre,23/09/2022,,Cancelled,
410049,377795,Customer Care,Boda Call Centre,21/10/2022,,Cancelled,
424268,391497,WEB,Boda Call Centre,18/11/2022,,Cancelled,
404016,372192,Agents,Boda Outer Nairobi,06/10/2022,07/10/2022,Loan_Issued,86089
395323,364470,Customer Care,Boda Call Centre,19/09/2022,,Cancelled,
395256,313459,Agents,Boda Prestige,19/09/2022,,Cancelled,
397651,366525,Customer Care,Boda Call Centre,23/09/2022,,Cancelled,
415721,108195,Customer Care,Boda Call Centre,02/11/2022,,Cancelled,
415856,383310,Customer Care,Boda Call Centre,02/11/2022,,Cancelled,
399168,367804,Marketing Activation,Prestige Plaza,27/09/2022,,Cancelled,
430078,375992,Customer Care,Prestige Plaza,01/12/2022,01/12/2022,Loan_Issued,91544
406735,374709,Customer Care,Boda Call Centre,13/10/2022,,Cancelled,
400808,257191,Customer Care,Boda Call Centre,30/09/2022,30/09/2022,Loan_Issued,85420
415450,382966,Customer Care,Boda Call Centre,02/11/2022,,Cancelled,
394133,363494,Customer Care,Boda Call Centre,16/09/2022,,Cancelled,
415092,27383,Customer Care,Boda Call Centre,01/11/2022,,Cancelled,
394372,272139,Agents,Boda Prestige,16/09/2022,,Cancelled,
394281,363648,Customer Care,Boda Call Centre,16/09/2022,,Cancelled,
415641,383114,Customer Care,Boda Call Centre,02/11/2022,,Cancelled,
393408,362868,Customer Care,Boda Call Centre,15/09/2022,,Cancelled,
395216,364395,Customer Care,Top Plaza,19/09/2022,,Cancelled,
395985,233901,Customer Care,Boda Call Centre,20/09/2022,,Cancelled,
454923,417235,WEB,Boda Prestige,18/01/2023,,Cancelled,
394166,363529,Agents,Boda Outer Nairobi,16/09/2022,17/09/2022,Loan_Issued,84191
394191,363560,Customer Care,Boda Call Centre,16/09/2022,,Cancelled,
394214,363580,Customer Care,Boda Call Centre,16/09/2022,,Cancelled,
399318,367615,Customer Care,Boda Call Centre,27/09/2022,,Cancelled,
412146,379966,WEB,Boda Prestige,26/10/2022,,Cancelled,
394179,88864,Customer Care,Boda Call Centre,16/09/2022,,Cancelled,
399161,164040,Marketing Activation,CBD ,27/09/2022,27/09/2022,Loan_Issued,85071
408043,334874,WEB,Boda Prestige,17/10/2022,,Cancelled,
394322,325429,Customer Care,Boda Call Centre,16/09/2022,,Cancelled,
400789,223885,Customer Care,Boda Call Centre,30/09/2022,,Cancelled,
422397,389602,WEB,Boda Call Centre,15/11/2022,,Cancelled,
395526,364675,Agents,Boda Outer Nairobi,19/09/2022,,Cancelled,
395533,364681,Customer Care,Boda Call Centre,19/09/2022,,Cancelled,
430633,397340,WEB,Boda Call Centre,02/12/2022,,Cancelled,
406367,374382,Customer Care,Boda Call Centre,12/10/2022,,Cancelled,
395554,364700,Customer Care,Boda Call Centre,19/09/2022,,Cancelled,
395729,364883,WEB,Boda Prestige,19/09/2022,,Cancelled,
395647,4057,WEB,Boda Prestige,19/09/2022,,Cancelled,
396503,365537,WEB,Boda Prestige,21/09/2022,,Cancelled,
401077,369424,Customer Care,Boda Call Centre,30/09/2022,,Cancelled,
394161,303600,Customer Care,Boda Call Centre,16/09/2022,,Cancelled,
399444,368054,Customer Care,Boda Call Centre,27/09/2022,,Cancelled,
405468,373439,WEB,Boda Prestige,11/10/2022,,Cancelled,
399837,170005,Customer Care,Boda Call Centre,28/09/2022,,Cancelled,
430212,396970,WEB,Boda Call Centre,01/12/2022,,Cancelled,
394305,156171,Customer Care,Boda Call Centre,16/09/2022,,Cancelled,
395652,337557,Agents,Boda Outer Nairobi,19/09/2022,19/09/2022,Loan_Issued,84369
399455,368066,Customer Care,Boda Call Centre,27/09/2022,,Cancelled,
408269,10064,WEB,Boda Prestige,17/10/2022,,Cancelled,
397783,47575,Customer Care,Boda Call Centre,23/09/2022,,Cancelled,
397890,7203,Customer Care,Boda Call Centre,23/09/2022,,Cancelled,
399229,325545,WEB,Boda Prestige,27/09/2022,,Cancelled,
418016,385203,WEB,Boda Prestige,07/11/2022,,Cancelled,
422450,389652,WEB,Boda Call Centre,15/11/2022,,Cancelled,
407933,375849,Customer Care,Boda Call Centre,16/10/2022,,Cancelled,
420251,365508,Car Branch,Meru,10/11/2022,,Cancelled,
399535,41849,Customer Care,Boda Call Centre,27/09/2022,,Cancelled,
422725,389960,WEB,Boda Call Centre,15/11/2022,,Cancelled,
395130,364336,Customer Care,Boda Call Centre,19/09/2022,27/09/2022,Loan_Issued,85157
399414,257191,Customer Care,Boda Call Centre,27/09/2022,,Cancelled,
418237,385470,WEB,Boda Prestige,07/11/2022,,Cancelled,
398533,367257,Customer Care,Boda Call Centre,26/09/2022,,Cancelled,
401022,369352,Infobip,Boda Prestige,30/09/2022,01/10/2022,Loan_Issued,85466
455774,56366,WEB,Boda Call Centre,19/01/2023,,Collect_Info_Docs,
399581,119964,Customer Care,Boda Call Centre,27/09/2022,,Cancelled,
424560,391752,WEB,Boda Call Centre,19/11/2022,,Cancelled,
424290,391521,WEB,Boda Call Centre,18/11/2022,,Cancelled,
437316,402939,WEB,Boda Prestige,15/12/2022,,Cancelled,
399736,131924,Customer Care,Boda Call Centre,28/09/2022,,Cancelled,
400331,368757,Customer Care,Boda Call Centre,29/09/2022,,Cancelled,
397857,366745,Customer Care,Boda Call Centre,23/09/2022,,Cancelled,
400110,368605,Customer Care,Boda Call Centre,28/09/2022,,Cancelled,
410296,51664,WEB,Boda Prestige,21/10/2022,,Cancelled,
397313,118291,Customer Care,Boda Call Centre,22/09/2022,,Cancelled,
399712,368268,Customer Care,Boda Call Centre,28/09/2022,,Cancelled,
406559,363504,WEB,Boda Prestige,13/10/2022,,Cancelled,
425340,392416,Car Branch,Prestige Plaza,21/11/2022,21/11/2022,Loan_Issued,90558
412740,380604,Customer Care,Boda Call Centre,27/10/2022,,Cancelled,
398096,366929,Customer Care,Boda Call Centre,24/09/2022,,Cancelled,
427452,394360,WEB,Boda Call Centre,25/11/2022,,Cancelled,
400308,368738,Infobip,Boda Prestige,29/09/2022,01/10/2022,Loan_Issued,85508
402844,371063,Customer Care,Boda Call Centre,04/10/2022,,Cancelled,
391403,361123,Agents,Boda Outer Nairobi,09/09/2022,,Cancelled,
404632,368438,WEB,Boda Prestige,07/10/2022,,Cancelled,
425767,392804,WEB,Boda Call Centre,22/11/2022,,Cancelled,
402182,370410,Customer Care,Boda Call Centre,03/10/2022,04/10/2022,Loan_Issued,85767
412244,380073,Customer Care,Boda Call Centre,26/10/2022,,Cancelled,
396668,365684,Customer Care,Boda Call Centre,21/09/2022,,Cancelled,
395860,364981,Customer Care,Boda Call Centre,20/09/2022,,Cancelled,
409993,377725,Agents,Boda Outer Nairobi,21/10/2022,21/10/2022,Loan_Issued,87427
399805,366958,Agents,Boda Outer Nairobi,28/09/2022,,Cancelled,
409838,377622,Customer Care,Boda Call Centre,20/10/2022,21/10/2022,Loan_Issued,87457
410189,377970,WEB,Boda Prestige,21/10/2022,,Cancelled,
401757,370007,Customer Care,Boda Call Centre,03/10/2022,,Cancelled,
422498,389714,WEB,Boda Prestige,15/11/2022,,Cancelled,
430057,396811,Customer Care,Prestige Plaza,01/12/2022,01/12/2022,Loan_Issued,91541
450769,413782,Customer Care,Boda Call Centre,10/01/2023,,Collect_Info_Docs,
401326,369648,Customer Care,Boda Call Centre,01/10/2022,,Cancelled,
430050,224763,Marketing Activation,Prestige Plaza,01/12/2022,01/12/2022,Loan_Issued,91545
424282,391512,WEB,Boda Call Centre,18/11/2022,,Cancelled,
422574,389800,WEB,Boda Call Centre,15/11/2022,15/11/2022,Loan_Issued,90078
424185,391401,WEB,Boda Call Centre,18/11/2022,,Cancelled,
396996,339684,Customer Care,Boda Call Centre,22/09/2022,06/10/2022,Loan_Issued,85796
425008,392078,WEB,Boda Call Centre,21/11/2022,,Cancelled,
425122,172282,WEB,Boda Call Centre,21/11/2022,,Cancelled,
439666,57328,WEB,Boda Prestige,20/12/2022,,Cancelled,
414399,132260,Customer Care,Boda Call Centre,31/10/2022,,Cancelled,
424603,391794,WEB,Boda Call Centre,19/11/2022,,Cancelled,
410063,377817,Marketing Activation,Kitengela,21/10/2022,21/10/2022,Loan_Issued,87459
420019,387317,WEB,Boda Call Centre,10/11/2022,,Cancelled,
425661,392713,WEB,Boda Call Centre,22/11/2022,,Cancelled,
407374,29886,WEB,Boda Prestige,14/10/2022,,Cancelled,
420397,387691,WEB,Boda Prestige,11/11/2022,,Cancelled,
455791,417951,WEB,Boda Call Centre,19/01/2023,,Collect_Info_Docs,
408297,376172,Customer Care,Boda Call Centre,17/10/2022,,Cancelled,
400957,369291,Infobip,Boda Prestige,30/09/2022,01/10/2022,Loan_Issued,85453
407674,291173,Customer Care,Boda Call Centre,15/10/2022,,Cancelled,
406523,374507,Customer Care,Boda Call Centre,13/10/2022,,Cancelled,
410235,266194,Agents,Boda Outer Nairobi,21/10/2022,,Cancelled,
408272,376152,Customer Care,Boda Call Centre,17/10/2022,,Cancelled,
419965,54936,Customer Care,Boda Call Centre,10/11/2022,,Cancelled,
398178,367013,Customer Care,Boda Call Centre,24/09/2022,03/10/2022,Loan_Issued,85533
413418,381298,WEB,Prestige Plaza,28/10/2022,31/10/2022,Loan_Issued,88406
401435,369741,Customer Care,Boda Call Centre,01/10/2022,,Cancelled,
417456,384806,Customer Care,Boda Call Centre,05/11/2022,,Cancelled,
401489,369817,Customer Care,Boda Call Centre,01/10/2022,,Cancelled,
410250,378050,Car Branch,Thika,21/10/2022,,Cancelled,
401433,369738,Agents,Boda Outer Nairobi,01/10/2022,03/10/2022,Loan_Issued,85527
420157,387486,WEB,Boda Call Centre,10/11/2022,,Cancelled,
420062,387370,WEB,Boda Call Centre,10/11/2022,,Cancelled,
419820,387118,WEB,Boda Call Centre,10/11/2022,,Cancelled,
408423,94695,Customer Care,Boda Call Centre,17/10/2022,,Cancelled,
421949,389188,Customer Care,Boda Call Centre,14/11/2022,,Cancelled,
419420,386706,Customer Care,Boda Call Centre,09/11/2022,,Cancelled,
403021,371205,Customer Care,Boda Call Centre,05/10/2022,,Cancelled,
439782,404992,WEB,Boda Call Centre,20/12/2022,,Cancelled,
418299,385545,WEB,Boda Prestige,07/11/2022,,Cancelled,
401050,27687,WEB,Boda Prestige,30/09/2022,,Cancelled,
418321,385575,Agents,Boda Outer Nairobi,07/11/2022,,Cancelled,
435488,378922,WEB,Boda Prestige,13/12/2022,,Cancelled,
424532,391731,WEB,Boda Call Centre,19/11/2022,,Cancelled,
400120,30482,Customer Care,Boda Call Centre,28/09/2022,,Cancelled,
414181,381948,Marketing Activation,CBD ,31/10/2022,31/10/2022,Loan_Issued,88386
414825,7690,Customer Care,Boda Call Centre,01/11/2022,,Cancelled,
422279,389468,WEB,Boda Call Centre,15/11/2022,,Cancelled,
455441,28930,WEB,Prestige Plaza,19/01/2023,19/01/2023,Loan_Issued,96457
422068,389316,Customer Care,Boda Call Centre,14/11/2022,,Cancelled,
408420,376312,WEB,Boda Prestige,17/10/2022,,Cancelled,
421990,389232,WEB,Boda Call Centre,14/11/2022,,Cancelled,
410272,378074,WEB,Boda Prestige,21/10/2022,,Cancelled,
455823,417981,WEB,Boda Call Centre,19/01/2023,,Collect_Info_Docs,
408461,376363,Customer Care,Boda Call Centre,17/10/2022,,Cancelled,
424236,391466,WEB,Boda Call Centre,18/11/2022,,Cancelled,
424518,391716,WEB,Boda Call Centre,19/11/2022,,Cancelled,
412081,320760,Customer Care,Prestige Plaza,26/10/2022,27/10/2022,Loan_Issued,87994
439941,405090,WEB,Boda Call Centre,21/12/2022,,Collect_Info_Docs,
439953,405103,WEB,Boda Call Centre,21/12/2022,,Collect_Info_Docs,
418398,385673,WEB,Boda Prestige,07/11/2022,,Cancelled,
424315,391548,WEB,Boda Call Centre,18/11/2022,,Cancelled,
424339,391575,WEB,Boda Call Centre,18/11/2022,,Cancelled,
424484,391687,WEB,Boda Call Centre,19/11/2022,,Cancelled,
424508,391708,WEB,Boda Call Centre,19/11/2022,,Cancelled,
425361,392439,WEB,Boda Call Centre,21/11/2022,,Cancelled,
425373,181428,Customer Care,Boda Call Centre,21/11/2022,,Cancelled,
425404,392470,WEB,Boda Call Centre,21/11/2022,,Cancelled,
425450,392531,WEB,Boda Call Centre,21/11/2022,,Cancelled,
404839,372979,WEB,Boda Prestige,08/10/2022,,Cancelled,
425727,392766,WEB,Boda Call Centre,22/11/2022,,Cancelled,
404798,372927,Customer Care,Boda Call Centre,08/10/2022,,Cancelled,
439965,405115,WEB,Boda Prestige,21/12/2022,,Cancelled,
402824,71986,Customer Care,Boda Call Centre,04/10/2022,06/10/2022,Loan_Issued,85887
455900,418041,WEB,Boda Prestige,19/01/2023,,Collect_Info_Docs,
432312,398879,WEB,Boda Prestige,06/12/2022,,Cancelled,
405526,373496,Infobip,CBD ,11/10/2022,17/10/2022,Loan_Issued,87019
427849,394741,Customer Care,Boda Call Centre,26/11/2022,,Cancelled,
406843,374835,WEB,Boda Prestige,13/10/2022,,Cancelled,
412399,380289,WEB,Boda Prestige,26/10/2022,,Cancelled,
403186,371349,Customer Care,Boda Call Centre,05/10/2022,,Cancelled,
403146,371314,Customer Care,Boda Call Centre,05/10/2022,,Cancelled,
425581,392652,Customer Care,Boda Call Centre,22/11/2022,,Cancelled,
410440,375668,Customer Care,CBD ,22/10/2022,25/10/2022,Loan_Issued,87591
418324,385582,Car Branch,CBD ,07/11/2022,07/11/2022,Loan_Issued,89222
408543,376453,Agents,Boda Outer Nairobi,17/10/2022,,Cancelled,
403247,371425,Customer Care,Boda Call Centre,05/10/2022,,Cancelled,
406717,25383,WEB,CBD ,13/10/2022,13/10/2022,Loan_Issued,86704
407512,375487,Customer Care,Boda Call Centre,14/10/2022,,Cancelled,
403234,308675,Customer Care,Boda Call Centre,05/10/2022,,Cancelled,
408506,356419,WEB,Boda Prestige,17/10/2022,,Cancelled,
408348,375018,Customer Care,Boda Call Centre,17/10/2022,17/10/2022,Loan_Issued,87082
406627,374595,Customer Care,Boda Call Centre,13/10/2022,,Cancelled,
412360,380245,Customer Care,Boda Call Centre,26/10/2022,,Cancelled,
418510,385744,WEB,Boda Prestige,08/11/2022,,Cancelled,
406811,240809,Marketing Activation,CBD ,13/10/2022,,Cancelled,
406842,374834,Customer Care,Boda Call Centre,13/10/2022,,Cancelled,
437626,157390,WEB,Boda Prestige,16/12/2022,,Cancelled,
406934,374926,Car Branch,Prestige Plaza,13/10/2022,,Cancelled,
406849,374846,WEB,Boda Prestige,13/10/2022,,Cancelled,
407096,375062,Customer Care,Top Plaza,14/10/2022,,Cancelled,
437379,402939,WEB,CBD ,15/12/2022,15/12/2022,Loan_Issued,93074
406634,374602,Customer Care,Boda Call Centre,13/10/2022,,Cancelled,
420586,387850,Customer Care,CBD ,11/11/2022,11/11/2022,Loan_Issued,89697
455867,417515,WEB,Boda Prestige,19/01/2023,,Cancelled,
455843,417998,WEB,Boda Prestige,19/01/2023,,Collect_Info_Docs,
452966,415637,WEB,Boda Call Centre,14/01/2023,,Vehicle_Valuation,
403384,371585,Infobip,Boda Prestige,05/10/2022,,Cancelled,
408554,230843,Agents,Boda Outer Nairobi,17/10/2022,,Cancelled,
404214,372366,WEB,Boda Prestige,07/10/2022,11/10/2022,Loan_Issued,86281
455844,417999,WEB,Boda Call Centre,19/01/2023,,Collect_Info_Docs,
404233,372383,Customer Care,Boda Call Centre,07/10/2022,,Cancelled,
412359,380243,Car Branch,Prestige Plaza,26/10/2022,27/10/2022,Loan_Issued,88032
402707,68515,Customer Care,Boda Call Centre,04/10/2022,,Cancelled,
455851,418001,WEB,Boda Prestige,19/01/2023,,Collect_Info_Docs,
406710,374683,Customer Care,Boda Call Centre,13/10/2022,,Cancelled,
405334,373321,WEB,Boda Prestige,11/10/2022,,Cancelled,
405316,83285,WEB,Boda Prestige,11/10/2022,,Cancelled,
403483,18252,Customer Care,Boda Call Centre,05/10/2022,,Cancelled,
403683,371849,Customer Care,Boda Call Centre,06/10/2022,,Cancelled,
400662,369073,Customer Care,Boda Call Centre,29/09/2022,,Cancelled,
400862,369204,Customer Care,Boda Call Centre,30/09/2022,,Cancelled,
406663,374634,Customer Care,Boda Call Centre,13/10/2022,,Cancelled,
