lead_id,status,lead_date,region,vehicle_model,ga_client_id,application_id
286511,Cancelled,09/11/2022,Kiambu,Samsung Galaxy A23 64GB,945700766.3,
310264,Cancelled,19/12/2022,Nairobi,Samsung Galaxy A23 64GB,,
313814,Cancelled,26/12/2022,Other,Samsung Galaxy A53 128GB,1839262194,
310403,Cancelled,20/12/2022,Machakos,Samsung Galaxy A53 128GB,,
278977,Cancelled,28/10/2022,,Samsung Galaxy A12 64GB,,
286769,Cancelled,09/11/2022,Nairobi,Samsung Galaxy A53 128GB,2089592570,
301511,Application submitted,03/12/2022,Kiambu,Samsung Galaxy A12 64GB,3457077140,432784
280335,Cancelled,30/10/2022,Kisii,Samsung Galaxy A53 128GB,,
286789,Cancelled,09/11/2022,Nakuru,Samsung Galaxy A53 128GB,3636784262,
294944,Cancelled,22/11/2022,Other,Samsung Galaxy A12 64GB,2368986056,
318368,Cancelled,03/01/2023,Kakamega,Samsung Galaxy A53 128GB,460166.3345,
295414,Cancelled,23/11/2022,,Samsung Galaxy A53 128GB,462657542.3,
301513,Cancelled,03/12/2022,Nairobi,Samsung Galaxy A53 128GB,1199617994,
318426,New,03/01/2023,Nairobi,Samsung Galaxy A53 128GB,1615393052,
306488,Cancelled,12/12/2022,Nairobi,Samsung Galaxy A23 64GB,3866107832,
287058,Cancelled,09/11/2022,Nairobi,Samsung Galaxy A23 64GB,2340433996,
307081,Cancelled,13/12/2022,Machakos,Samsung Galaxy A04 64GB,,
310149,Cancelled,19/12/2022,Nairobi,Samsung Galaxy A53 128GB,,
313577,Cancelled,25/12/2022,Nairobi,Samsung Galaxy A53 128GB,3823023736,
295397,Cancelled,23/11/2022,Other,Samsung Galaxy A12 64GB,1410067890,
313587,Cancelled,25/12/2022,Nairobi,Samsung Galaxy A53 128GB,3535691340,
286988,Cancelled,09/11/2022,,Samsung Galaxy A12 64GB,3848896290,
306680,Cancelled,13/12/2022,Nakuru,Samsung Galaxy A23 64GB,3848896290,
285970,Cancelled,08/11/2022,Nairobi,Samsung Galaxy A12 64GB,,
295490,Cancelled,23/11/2022,Nairobi,Samsung Galaxy A12 64GB,3848896290,
286946,Cancelled,09/11/2022,Nakuru,Samsung Galaxy A23 64GB,3848896290,
319981,Cancelled,05/01/2023,Nairobi,Samsung Galaxy A23 64GB,3848896290,
313062,Cancelled,24/12/2022,Other,Samsung Galaxy A53 128GB,3848896290,
320476,Cancelled,06/01/2023,Nairobi,Samsung Galaxy A53 128GB,3848896290,
314613,Cancelled,28/12/2022,Nairobi,Samsung Galaxy A23 64GB,1628250686,
287106,Cancelled,10/11/2022,Nairobi,Samsung Galaxy A53 128GB,4149553082,
286555,Cancelled,09/11/2022,Other,Samsung Galaxy A53 128GB,1571822486,
287109,Cancelled,10/11/2022,Other,Samsung Galaxy A12 64GB,844087170.3,
315731,Cancelled,30/12/2022,Nairobi,Samsung Galaxy A04 64GB,1157862832,
315172,Application submitted,29/12/2022,Nairobi,Samsung Galaxy A23 64GB,123039214.3,446398
306798,Cancelled,13/12/2022,,Samsung Galaxy A53 128GB,,
317178,Cancelled,01/01/2023,Nairobi,Samsung Galaxy A23 64GB,123039214.3,
313581,Cancelled,25/12/2022,Nairobi,Samsung Galaxy A12 64GB,2858927842,
315754,Cancelled,30/12/2022,Nairobi,Samsung Galaxy A04 64GB,2245515794,
287025,Cancelled,09/11/2022,Nairobi,Samsung Galaxy A53 128GB,2907165130,
306465,Cancelled,12/12/2022,Nairobi,Samsung Galaxy A12 64GB,1053274944,
310370,New,20/12/2022,,Samsung Galaxy A12 64GB,,
309901,Cancelled,19/12/2022,Other,Samsung Galaxy A23 64GB,,
320404,Cancelled,05/01/2023,Other,Samsung Galaxy A53 128GB,4079567614,
312795,Cancelled,23/12/2022,Nairobi,Samsung Galaxy A04 64GB,797153998.3,
313211,Cancelled,24/12/2022,Nairobi,Samsung Galaxy A12 64GB,1571601288,
313403,Cancelled,24/12/2022,Nairobi,Samsung Galaxy A23 64GB,1606235486,
315734,Cancelled,30/12/2022,Nairobi,Samsung Galaxy A04 64GB,2654072300,
295344,Cancelled,23/11/2022,Nairobi,Samsung Galaxy A53 128GB,4117731304,
294697,Cancelled,22/11/2022,Nairobi,Samsung Galaxy A53 128GB,2172264768,
306395,Application submitted,12/12/2022,Nairobi,Samsung Galaxy A12 64GB,541755414.3,436046
318390,New,03/01/2023,Nairobi,Samsung Galaxy A23 64GB,135152844.3,
310368,New,20/12/2022,,Samsung Galaxy A23 64GB,,
306847,Application submitted,13/12/2022,,Samsung Galaxy A53 128GB,,438274
318653,New,03/01/2023,Nairobi,Samsung Galaxy A23 64GB,4097843142,
286000,Cancelled,08/11/2022,Nairobi,Samsung Galaxy A12 64GB,,
313589,Cancelled,25/12/2022,Nairobi,Samsung Galaxy A53 128GB,292383374.3,
310366,Cancelled,20/12/2022,Nakuru,Samsung Galaxy A53 128GB,,
313602,New,25/12/2022,,Samsung Galaxy A53 128GB,3833216378,
313609,Cancelled,25/12/2022,Bungoma,Samsung Galaxy A53 128GB,3418237994,
313619,Cancelled,25/12/2022,Bungoma,Samsung Galaxy A53 128GB,4122739372,
283481,Cancelled,04/11/2022,Kiambu,Samsung Galaxy A23 64GB,,
286113,Cancelled,08/11/2022,Nairobi,Samsung Galaxy A53 128GB,220323802.3,
286199,Cancelled,08/11/2022,Nairobi,Samsung Galaxy A53 128GB,3978156024,
285350,Cancelled,07/11/2022,Nairobi,Samsung Galaxy A53 128GB,,
287101,Cancelled,10/11/2022,Nairobi,Samsung Galaxy A12 64GB,3507971010,
287007,Cancelled,09/11/2022,,Samsung Galaxy A53 128GB,233903200.3,
306619,Cancelled,13/12/2022,Nairobi,Samsung Galaxy A23 64GB,3636784262,
310160,Cancelled,19/12/2022,Nairobi,Samsung Galaxy A04 64GB,,
313675,Cancelled,25/12/2022,Kiambu,Samsung Galaxy A23 64GB,3636784262,
318911,Cancelled,04/01/2023,Bungoma,Samsung Galaxy A53 128GB,3636784262,
329329,New,19/01/2023,,Samsung Galaxy A53,3636784262,
294588,Cancelled,21/11/2022,Nairobi,Samsung Galaxy A23 64GB,3636784262,
313739,Cancelled,25/12/2022,Nairobi,Samsung Galaxy A23 64GB,3636784262,
295405,Application submitted,23/11/2022,Nairobi,Samsung Galaxy A23 64GB,2761963946,426586
306839,Cancelled,13/12/2022,Nairobi,Samsung Galaxy A23 64GB,,
306696,Cancelled,13/12/2022,Other,Samsung Galaxy A53 128GB,,
313823,New,26/12/2022,,Samsung Galaxy A12 64GB,3636784262,
318396,New,03/01/2023,,Samsung Galaxy A53 128GB,3636784262,
319890,Application submitted,05/01/2023,Nairobi,Samsung Galaxy A23 64GB,3851546980,447850
318531,New,03/01/2023,Nairobi,Samsung Galaxy A04 64GB,3636784262,
286062,Application submitted,08/11/2022,Nairobi,Samsung Galaxy A23 64GB,614010444.3,419357
306505,Cancelled,12/12/2022,Nairobi,Samsung Galaxy A23 64GB,3636784262,
310181,Cancelled,19/12/2022,Kiambu,Samsung Galaxy A12 64GB,,
313676,Cancelled,25/12/2022,Nairobi,Samsung Galaxy A53 128GB,3636784262,
313738,Cancelled,25/12/2022,Nairobi,Samsung Galaxy A53 128GB,3636784262,
310178,Cancelled,19/12/2022,Other,Samsung Galaxy A53 128GB,,
310279,Cancelled,19/12/2022,Nairobi,Samsung Galaxy A12 64GB,,
318203,New,03/01/2023,Nairobi,Samsung Galaxy A53 128GB,1280687104,
318348,New,03/01/2023,Nairobi,Samsung Galaxy A12 64GB,1829887176,
318111,New,03/01/2023,Nairobi,Samsung Galaxy A23 64GB,3917402946,
286091,Cancelled,08/11/2022,Nairobi,Samsung Galaxy A12 64GB,222621110.3,
315826,Cancelled,30/12/2022,Nairobi,Samsung Galaxy A53 128GB,3163882618,
318140,New,03/01/2023,Nairobi,Samsung Galaxy A23 64GB,3797091308,
313687,New,25/12/2022,,Samsung Galaxy A53 128GB,2948539874,
313777,Cancelled,25/12/2022,Nairobi,Samsung Galaxy A53 128GB,3636784262,
310613,New,20/12/2022,,Samsung Galaxy A53 128GB,,
315745,Cancelled,30/12/2022,Nairobi,Samsung Galaxy A53 128GB,4155627026,
318253,New,03/01/2023,Nairobi,Samsung Galaxy A53 128GB,3769498290,
310639,New,20/12/2022,,Samsung Galaxy A23 64GB,,
310690,New,20/12/2022,,Samsung Galaxy A53 128GB,,
318230,New,03/01/2023,Nairobi,Samsung Galaxy A04 64GB,2247066956,
306752,Cancelled,13/12/2022,Nakuru,Samsung Galaxy A23 64GB,,
313827,New,26/12/2022,,Samsung Galaxy A23 64GB,3708526482,
313845,Cancelled,26/12/2022,Nairobi,Samsung Galaxy A53 128GB,1154684224,
301595,Cancelled,03/12/2022,,Samsung Galaxy A12 64GB,3636784262,
318083,New,03/01/2023,Nairobi,Samsung Galaxy A04 64GB,3636784262,
318016,New,02/01/2023,Nairobi,Samsung Galaxy A23 64GB,3636784262,
318039,New,02/01/2023,Nairobi,Samsung Galaxy A04 64GB,3636784262,
301771,Cancelled,03/12/2022,Nairobi,Samsung Galaxy A12 64GB,3636784262,
301858,Cancelled,04/12/2022,Nairobi,Samsung Galaxy A12 64GB,3849996558,
301907,Cancelled,04/12/2022,Nairobi,Samsung Galaxy A53 128GB,439010080.3,
301956,Cancelled,04/12/2022,Other,Samsung Galaxy A53 128GB,4156556270,
306670,Cancelled,13/12/2022,Other,Samsung Galaxy A53 128GB,3296072134,
286391,Cancelled,09/11/2022,Nairobi,Samsung Galaxy A12 64GB,972845512.3,
286440,Cancelled,09/11/2022,Nairobi,Samsung Galaxy A23 64GB,3935513028,
286484,Cancelled,09/11/2022,Nairobi,Samsung Galaxy A53 128GB,1865739044,
286409,Application submitted,09/11/2022,Nairobi,Samsung Galaxy A12 64GB,3475759352,419317
286563,Cancelled,09/11/2022,Nairobi,Samsung Galaxy A12 64GB,2636358590,
318036,New,02/01/2023,Nairobi,Samsung Galaxy A53 128GB,,
318079,New,03/01/2023,Nairobi,Samsung Galaxy A04 64GB,2482116020,
318084,New,03/01/2023,Nairobi,Samsung Galaxy A12 64GB,1505541880,
318806,Cancelled,03/01/2023,Nairobi,Samsung Galaxy A53 128GB,489984690.3,
301881,Cancelled,04/12/2022,,Samsung Galaxy A23 64GB,3897718252,
301854,Cancelled,04/12/2022,Nairobi,Samsung Galaxy A53 128GB,1007262420,
301849,Cancelled,04/12/2022,Nairobi,Samsung Galaxy A23 64GB,,
287072,Cancelled,09/11/2022,Kiambu,Samsung Galaxy A12 64GB,2898135986,
315753,Cancelled,30/12/2022,Nairobi,Samsung Galaxy A04 64GB,3636784262,
287062,Application submitted,09/11/2022,Nairobi,Samsung Galaxy A12 64GB,597529838.3,420074
319897,Cancelled,05/01/2023,Nairobi,Samsung Galaxy A12 64GB,1628689726,
287028,Application submitted,09/11/2022,,Samsung Galaxy A23 64GB,2661278894,424339
320211,New,05/01/2023,Nairobi,Samsung Galaxy A23 64GB,3657436804,
302017,Cancelled,04/12/2022,Other,Samsung Galaxy A12 64GB,2712698498,
306769,Application submitted,13/12/2022,Kiambu,Samsung Galaxy A23 64GB,,436057
301914,Cancelled,04/12/2022,Kilifi,Samsung Galaxy A53 128GB,771296896.3,
286114,Cancelled,08/11/2022,Nairobi,Samsung Galaxy A12 64GB,,
295276,Cancelled,22/11/2022,Other,Samsung Galaxy A12 64GB,1908160560,
315821,New,30/12/2022,,Samsung Galaxy A53 128GB,227572966.3,
286958,Cancelled,09/11/2022,,Samsung Galaxy A53 128GB,2539743990,
295663,Application submitted,23/11/2022,Nairobi,Samsung Galaxy A12 64GB,2491229700,426593
301793,Cancelled,03/12/2022,Nakuru,Samsung Galaxy A12 64GB,3216835008,
301850,Cancelled,04/12/2022,,Samsung Galaxy A12 64GB,69954448.33,
301865,Application submitted,04/12/2022,Nairobi,Samsung Galaxy A12 64GB,1413696212,431783
301602,Cancelled,03/12/2022,,Samsung Galaxy A23 64GB,1489301072,
301614,Cancelled,03/12/2022,Nairobi,Samsung Galaxy A12 64GB,284700790.3,
301792,Cancelled,03/12/2022,Nairobi,Samsung Galaxy A53 128GB,3636784262,
302027,Cancelled,04/12/2022,Nairobi,Samsung Galaxy A23 64GB,886212748.3,
302240,Cancelled,04/12/2022,Nairobi,Samsung Galaxy A23 64GB,2258444562,
301713,Cancelled,03/12/2022,Other,Samsung Galaxy A53 128GB,2089184374,
286868,Cancelled,09/11/2022,,Samsung Galaxy A53 128GB,3303977364,
302137,Cancelled,04/12/2022,Machakos,Samsung Galaxy A23 64GB,722995918.3,
301982,Cancelled,04/12/2022,Kilifi,Samsung Galaxy A53 128GB,3636784262,
301980,Cancelled,04/12/2022,Machakos,Samsung Galaxy A23 64GB,3636784262,
302224,Cancelled,04/12/2022,,Samsung Galaxy A23 64GB,3636784262,
301749,Cancelled,03/12/2022,Nairobi,Samsung Galaxy A23 64GB,3009938468,
301931,Cancelled,04/12/2022,Nairobi,Samsung Galaxy A12 64GB,4054180670,
302223,Cancelled,04/12/2022,Other,Samsung Galaxy A23 64GB,2789505976,
301651,Cancelled,03/12/2022,Kakamega,Samsung Galaxy A23 64GB,1306165054,
302034,Cancelled,04/12/2022,Nairobi,Samsung Galaxy A53 128GB,2711135782,
301681,Cancelled,03/12/2022,Kiambu,Samsung Galaxy A23 64GB,4227017110,
301729,Application submitted,03/12/2022,Nairobi,Samsung Galaxy A53 128GB,344638156.3,432115
313903,Cancelled,26/12/2022,Other,Samsung Galaxy A53 128GB,406672782.3,
286632,Cancelled,09/11/2022,,Samsung Galaxy A53 128GB,1785279160,
286866,Cancelled,09/11/2022,,Samsung Galaxy A23 64GB,219000852.3,
301856,Cancelled,04/12/2022,,Samsung Galaxy A12 64GB,1503887260,
301738,Cancelled,03/12/2022,Nairobi,Samsung Galaxy A53 128GB,1821765534,
302229,Cancelled,04/12/2022,Nairobi,Samsung Galaxy A53 128GB,2489242220,
302274,Cancelled,05/12/2022,Nairobi,Samsung Galaxy A23 64GB,788632084.3,
301855,Cancelled,04/12/2022,Other,Samsung Galaxy A23 64GB,3636784262,
301958,Application submitted,04/12/2022,Kiambu,Samsung Galaxy A53 128GB,378824838.3,432772
302007,Cancelled,04/12/2022,Bungoma,Samsung Galaxy A53 128GB,3636784262,
313660,Cancelled,25/12/2022,Nairobi,Samsung Galaxy A23 64GB,3636784262,
310106,Cancelled,19/12/2022,Other,Samsung Galaxy A53 128GB,,
302033,Cancelled,04/12/2022,Nairobi,Samsung Galaxy A12 64GB,3636784262,
318805,New,03/01/2023,,Samsung Galaxy A04 64GB,3636784262,
318811,New,03/01/2023,,Samsung Galaxy A04 64GB,3636784262,
319901,Cancelled,05/01/2023,Nairobi,Samsung Galaxy A12 64GB,3636784262,
286549,Application submitted,09/11/2022,Nairobi,Samsung Galaxy A53 128GB,1825989248,419405
295438,Application submitted,23/11/2022,Nairobi,Samsung Galaxy A12 64GB,3019469314,426310
318417,New,03/01/2023,,Samsung Galaxy A23 64GB,3636784262,
318955,Cancelled,04/01/2023,Nairobi,Samsung Galaxy A53 128GB,3928045114,
295321,Application submitted,22/11/2022,Nairobi,Samsung Galaxy A12 64GB,3096098858,427035
301741,Cancelled,03/12/2022,Nakuru,Samsung Galaxy A53 128GB,2211606278,
301998,Cancelled,04/12/2022,Other,Samsung Galaxy A53 128GB,1292468870,
286531,Application submitted,09/11/2022,Nairobi,Samsung Galaxy A12 64GB,2841237160,419346
301983,Cancelled,04/12/2022,,Samsung Galaxy A53 128GB,3636784262,
301748,Cancelled,03/12/2022,,Samsung Galaxy A12 64GB,3636784262,
301747,Cancelled,03/12/2022,Nairobi,Samsung Galaxy A23 64GB,3636784262,
301949,Cancelled,04/12/2022,Nairobi,Samsung Galaxy A12 64GB,3636784262,
302328,Cancelled,05/12/2022,Nairobi,Samsung Galaxy A53 128GB,3636784262,
302038,Application submitted,04/12/2022,Nairobi,Samsung Galaxy A23 64GB,1472797086,431789
301948,Cancelled,04/12/2022,Nairobi,Samsung Galaxy A12 64GB,3636784262,
315774,Cancelled,30/12/2022,Other,Samsung Galaxy A53 128GB,3636784262,
286595,Cancelled,09/11/2022,,Samsung Galaxy A53 128GB,3461358540,
302182,Cancelled,04/12/2022,,Samsung Galaxy A12 64GB,3636784262,
302350,Cancelled,05/12/2022,Nairobi,Samsung Galaxy A53 128GB,1967491558,
306828,Cancelled,13/12/2022,Nairobi,Samsung Galaxy A23 64GB,,
295352,Cancelled,23/11/2022,Kiambu,Samsung Galaxy A23 64GB,3839893588,
295423,Cancelled,23/11/2022,Nairobi,Samsung Galaxy A53 128GB,86588230.33,
295609,Cancelled,23/11/2022,Nairobi,Samsung Galaxy A23 64GB,2417317604,
293791,Cancelled,20/11/2022,Nairobi,Samsung Galaxy A53 128GB,145414270.3,
302334,Cancelled,05/12/2022,Meru,Samsung Galaxy A53 128GB,2034337792,
301751,Cancelled,03/12/2022,,Samsung Galaxy A53 128GB,2366594880,
284356,Cancelled,06/11/2022,Kiambu,Samsung Galaxy A12 64GB,,
284492,Cancelled,06/11/2022,Kiambu,Samsung Galaxy A53 128GB,,
285335,Cancelled,07/11/2022,Kiambu,Samsung Galaxy A23 64GB,,
285550,Cancelled,08/11/2022,Kiambu,Samsung Galaxy A23 64GB,,
285577,Cancelled,08/11/2022,Kiambu,Samsung Galaxy A23 64GB,,
285810,Cancelled,08/11/2022,Kiambu,Samsung Galaxy A53 128GB,,
286274,Cancelled,08/11/2022,Kiambu,Samsung Galaxy A12 64GB,1325950666,
302087,Cancelled,04/12/2022,Other,Samsung Galaxy A53 128GB,2381997334,
302192,Cancelled,04/12/2022,,Samsung Galaxy A23 64GB,4283531114,
302207,Cancelled,04/12/2022,Nairobi,Samsung Galaxy A53 128GB,3728310988,
313666,Cancelled,25/12/2022,Other,Samsung Galaxy A53 128GB,2662651444,
313667,New,25/12/2022,,Samsung Galaxy A53 128GB,3505343502,
286133,Application submitted,08/11/2022,Nairobi,Samsung Galaxy A23 64GB,3422690234,422461
301629,Cancelled,03/12/2022,Kiambu,Samsung Galaxy A12 64GB,437533184.3,
301630,Cancelled,03/12/2022,,Samsung Galaxy A23 64GB,1963700206,
313621,New,25/12/2022,,Samsung Galaxy A23 64GB,1343895398,
313770,Cancelled,25/12/2022,Other,Samsung Galaxy A12 64GB,3680709536,
301876,Cancelled,04/12/2022,Kiambu,Samsung Galaxy A12 64GB,2144128072,
317696,Cancelled,02/01/2023,Other,Samsung Galaxy A53 128GB,1411689382,
302024,Cancelled,04/12/2022,,Samsung Galaxy A53 128GB,440071268.3,
302046,Cancelled,04/12/2022,,Samsung Galaxy A12 64GB,539907434.3,
320438,Cancelled,05/01/2023,Nairobi,Samsung Galaxy A23 64GB,1842943272,
314717,Cancelled,28/12/2022,Kiambu,Samsung Galaxy A53 128GB,854002714.3,
313142,Cancelled,24/12/2022,Nairobi,Samsung Galaxy A23 64GB,2654146688,
313437,Cancelled,25/12/2022,Nairobi,Samsung Galaxy A53 128GB,1871001596,
279081,Cancelled,28/10/2022,Kisii,Samsung Galaxy A53 128GB,,
301697,Cancelled,03/12/2022,,Samsung Galaxy A53 128GB,3687960980,
302091,Application submitted,04/12/2022,Nairobi,Samsung Galaxy A53 128GB,3581144468,431743
302048,Cancelled,04/12/2022,Kakamega,Samsung Galaxy A23 64GB,503147548.3,
306687,Cancelled,13/12/2022,Kakamega,Samsung Galaxy A53 128GB,649613892.3,
306385,Cancelled,12/12/2022,Nairobi,Samsung Galaxy A53 128GB,1936475058,
286546,Cancelled,09/11/2022,Nairobi,Samsung Galaxy A53 128GB,824059100.3,
315778,Cancelled,30/12/2022,Nairobi,Samsung Galaxy A53 128GB,2307773076,
287124,Cancelled,10/11/2022,Other,Samsung Galaxy A23 64GB,1691393776,
286884,Cancelled,09/11/2022,Nakuru,Samsung Galaxy A23 64GB,1497890134,
301943,Cancelled,04/12/2022,Other,Samsung Galaxy A12 64GB,2888416220,
302189,Cancelled,04/12/2022,Other,Samsung Galaxy A53 128GB,3902682750,
301891,Cancelled,04/12/2022,,Samsung Galaxy A12 64GB,1451675996,
302134,Cancelled,04/12/2022,,Samsung Galaxy A12 64GB,103584222.3,
301904,Cancelled,04/12/2022,Kakamega,Samsung Galaxy A23 64GB,3435315570,
301909,Cancelled,04/12/2022,Kisii,Samsung Galaxy A53 128GB,,
310459,Cancelled,20/12/2022,Nairobi,Samsung Galaxy A23 64GB,,
286741,Cancelled,09/11/2022,Kiambu,Samsung Galaxy A53 128GB,2087095806,
302051,Cancelled,04/12/2022,Nakuru,Samsung Galaxy A53 128GB,2415585916,
302050,Cancelled,04/12/2022,Nairobi,Samsung Galaxy A23 64GB,3203240986,
301624,Cancelled,03/12/2022,Other,Samsung Galaxy A23 64GB,546340946.3,
302559,Cancelled,05/12/2022,Kakamega,Samsung Galaxy A53 128GB,2581504520,
310297,Cancelled,19/12/2022,Nairobi,Samsung Galaxy A23 64GB,,
310336,Cancelled,19/12/2022,Nairobi,Samsung Galaxy A53 128GB,,
310411,Cancelled,20/12/2022,Other,Samsung Galaxy A23 64GB,,
306555,Cancelled,13/12/2022,Nairobi,Samsung Galaxy A53 128GB,4265839642,
295620,Cancelled,23/11/2022,,Samsung Galaxy A23 64GB,1081524806,
294719,Cancelled,22/11/2022,Nairobi,Samsung Galaxy A53 128GB,3342449584,
302155,Cancelled,04/12/2022,Nairobi,Samsung Galaxy A53 128GB,1604985266,
306554,Cancelled,13/12/2022,Nairobi,Samsung Galaxy A53 128GB,496686454.3,
280644,Cancelled,31/10/2022,,Samsung Galaxy A53 128GB,,
301852,Cancelled,04/12/2022,,Samsung Galaxy A12 64GB,884627978.3,
302076,Cancelled,04/12/2022,,Samsung Galaxy A53 128GB,1833163756,
310704,New,20/12/2022,,Samsung Galaxy A53 128GB,,
313625,Cancelled,25/12/2022,Kiambu,Samsung Galaxy A53 128GB,4263044666,
286753,Cancelled,09/11/2022,Nairobi,Samsung Galaxy A12 64GB,3847794810,
287128,Cancelled,10/11/2022,Other,Samsung Galaxy A53 128GB,499903170.3,
302058,Cancelled,04/12/2022,Nairobi,Samsung Galaxy A53 128GB,332058242.3,
302201,Cancelled,04/12/2022,Nairobi,Samsung Galaxy A53 128GB,2833725244,
310196,New,19/12/2022,,Samsung Galaxy A04 64GB,,
310204,New,19/12/2022,,Samsung Galaxy A23 64GB,,
286970,Cancelled,09/11/2022,Nairobi,Samsung Galaxy A12 64GB,3427709798,
302093,Cancelled,04/12/2022,Meru,Samsung Galaxy A53 128GB,,
302260,Cancelled,05/12/2022,Meru,Samsung Galaxy A23 64GB,2582709336,
301947,Cancelled,04/12/2022,Nairobi,Samsung Galaxy A12 64GB,2408891852,
301970,Cancelled,04/12/2022,Nairobi,Samsung Galaxy A23 64GB,,
306529,Cancelled,12/12/2022,Nairobi,Samsung Galaxy A12 64GB,1719610444,
315628,Cancelled,30/12/2022,Nairobi,Samsung Galaxy A12 64GB,2185571486,
295374,Cancelled,23/11/2022,Kiambu,Samsung Galaxy A12 64GB,3771466220,
302479,Cancelled,05/12/2022,,Samsung Galaxy A23 64GB,2065790490,
302146,Cancelled,04/12/2022,Nairobi,Samsung Galaxy A23 64GB,4162717870,
302356,Cancelled,05/12/2022,Nairobi,Samsung Galaxy A53 128GB,289776238.3,
310200,Cancelled,19/12/2022,Nairobi,Samsung Galaxy A53 128GB,,
306391,Cancelled,12/12/2022,Nairobi,Samsung Galaxy A53 128GB,3298658964,
310414,Cancelled,20/12/2022,Kisii,Samsung Galaxy A23 64GB,,
287156,Cancelled,10/11/2022,Kiambu,Samsung Galaxy A12 64GB,4095336232,
301721,Cancelled,03/12/2022,Nairobi,Samsung Galaxy A23 64GB,3869873620,
301770,Cancelled,03/12/2022,,Samsung Galaxy A53 128GB,3512183794,
306851,Cancelled,13/12/2022,Nairobi,Samsung Galaxy A53 128GB,,
287149,Cancelled,10/11/2022,Nairobi,Samsung Galaxy A23 64GB,2562297426,
301809,Cancelled,03/12/2022,Nairobi,Samsung Galaxy A12 64GB,4204725750,
310382,New,20/12/2022,,Samsung Galaxy A53 128GB,,
294192,Cancelled,21/11/2022,Nairobi,Samsung Galaxy A23 64GB,4281736760,
295603,Cancelled,23/11/2022,Nairobi,Samsung Galaxy A53 128GB,,
318899,Cancelled,04/01/2023,Nairobi,Samsung Galaxy A53 128GB,3508331524,
314468,Cancelled,28/12/2022,Other,Samsung Galaxy A04 64GB,2060042448,
286566,Cancelled,09/11/2022,Kiambu,Samsung Galaxy A53 128GB,2196562866,
295365,Cancelled,23/11/2022,Other,Samsung Galaxy A23 64GB,3540604832,
301968,Cancelled,04/12/2022,,Samsung Galaxy A23 64GB,843150120.3,
302235,Cancelled,04/12/2022,Meru,Samsung Galaxy A53 128GB,,
295413,Cancelled,23/11/2022,,Samsung Galaxy A12 64GB,2081361528,
301637,Cancelled,03/12/2022,Other,Samsung Galaxy A12 64GB,982070570.3,
310215,Cancelled,19/12/2022,Nairobi,Samsung Galaxy A53 128GB,,
310216,Cancelled,19/12/2022,Nairobi,Samsung Galaxy A53 128GB,,
310323,New,19/12/2022,,Samsung Galaxy A23 64GB,,
313695,Cancelled,25/12/2022,Nairobi,Samsung Galaxy A04 64GB,4247535036,
286568,Cancelled,09/11/2022,Bungoma,Samsung Galaxy A12 64GB,2108418366,
295222,Cancelled,22/11/2022,Nairobi,Samsung Galaxy A23 64GB,2484238084,
295451,Cancelled,23/11/2022,Other,Samsung Galaxy A53 128GB,2361552228,
302003,Cancelled,04/12/2022,,Samsung Galaxy A12 64GB,1115179600,
301800,Cancelled,03/12/2022,Nairobi,Samsung Galaxy A12 64GB,923583186.3,
302246,Cancelled,04/12/2022,Nairobi,Samsung Galaxy A53 128GB,3418943094,
302080,Cancelled,04/12/2022,Other,Samsung Galaxy A53 128GB,2130680144,
310222,Cancelled,19/12/2022,Nairobi,Samsung Galaxy A53 128GB,,
301804,Cancelled,03/12/2022,Kilifi,Samsung Galaxy A53 128GB,3869059104,
286783,Cancelled,09/11/2022,Nairobi,Samsung Galaxy A12 64GB,626450428.3,
301640,Cancelled,03/12/2022,Kisii,Samsung Galaxy A53 128GB,3508331524,
310229,Cancelled,19/12/2022,Nairobi,Samsung Galaxy A53 128GB,,
313669,Cancelled,25/12/2022,Nairobi,Samsung Galaxy A53 128GB,3508331524,
294982,Cancelled,22/11/2022,Other,Samsung Galaxy A53 128GB,3508331524,
301656,Cancelled,03/12/2022,Nairobi,Samsung Galaxy A12 64GB,3508331524,
313963,New,26/12/2022,,Samsung Galaxy A12 64GB,3508331524,
286944,Cancelled,09/11/2022,Nairobi,Samsung Galaxy A23 64GB,780629064.3,
301642,Cancelled,03/12/2022,Other,Samsung Galaxy A53 128GB,2043564346,
286760,Application submitted,09/11/2022,Nairobi,Samsung Galaxy A23 64GB,3229791774,420157
302220,Cancelled,04/12/2022,,Samsung Galaxy A23 64GB,1849865828,
301993,Cancelled,04/12/2022,Nairobi,Samsung Galaxy A12 64GB,2087149048,
301643,Cancelled,03/12/2022,Kiambu,Samsung Galaxy A23 64GB,,
306701,Cancelled,13/12/2022,Other,Samsung Galaxy A23 64GB,,
306525,Application submitted,12/12/2022,Nairobi,Samsung Galaxy A53 128GB,2931710082,438668
313884,Cancelled,26/12/2022,Other,Samsung Galaxy A23 64GB,,
302094,Application submitted,04/12/2022,Nairobi,Samsung Galaxy A53 128GB,3153231958,431776
286574,Cancelled,09/11/2022,,Samsung Galaxy A12 64GB,,
301724,Cancelled,03/12/2022,Nakuru,Samsung Galaxy A53 128GB,1960111870,
301790,Cancelled,03/12/2022,Nakuru,Samsung Galaxy A53 128GB,2278143510,
319910,Cancelled,05/01/2023,Nairobi,Samsung Galaxy A23 64GB,2610344534,
301670,Cancelled,03/12/2022,Nairobi,Samsung Galaxy A53 128GB,255791884.3,
